Category,Drug Count
"Receptor, Fibroblast Growth Factor, Type 2, antagonists & inhibitors",1
"Glioma, drug therapy",1
ADAM Proteins,1
ADAMTS Proteins,1
Glucose-dependent Insulinotropic Polypeptide Receptor Agonist,1
Anion Transport Proteins,1
ATP-Binding Cassette Transporters,1
Chloride Channels,1
"Cystic Fibrosis Transmembrane Conductance Regulator, agonists",1
Ion Pumps,1
Multidrug Resistance-Associated Proteins,1
Organic Anion Transporters,1
"Organic Anion Transporters, ATP-Dependent",1
Glucagon Receptor Agonists,1
"Egg Proteins, Dietary",1
Ovalbumin,1
Glyceryl Ethers,1
Selectin Blocker,1
"Focal Adhesion Protein-Tyrosine Kinases, antagonists & inhibitors",1
Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager,1
Perilla,1
Survival of Motor Neuron 2 Splicing Modifier,1
Cyanates,1
"Receptors, Prostaglandin E, EP1 Subtype, antagonists & inhibitors",1
Soy Foods,1
Angiopoietin-like 3 Inhibitor,1
Angiopoietin-like 3 Inhibitors,1
"Receptors, Atrial Natriuretic Factor, agonists",1
Transient Receptor Potential Channels,1
Cobalt Isotopes,1
beta-Cyclodextrins,1
"Casein Kinase II, antagonists & inhibitors",1
Factor XI,1
"Factor XIa, antagonists & inhibitors",1
Neuropilin-1,1
Thioglucosides,1
Cyclin-dependent Kinase 4 Inhibitors,1
Cyclin-dependent Kinase 6 Inhibitors,1
Cystic Fibrosis Transmembrane Conductance Regulator Correctors,1
Inactivated Yersinia Pestis Vaccine,1
Hypoxia-inducible Factor Inhibitor,1
Cascara,1
Monkeypox Vaccines,1
Smallpox Vaccines,1
"Depression, Postpartum",1
Silk,1
Carbon-Carbon Lyases,1
Palladium,1
Atrial Natriuretic Factor,1
Disclosing Agent,1
Interleukin-36 Receptor Antagonist,1
Immunosuppression,1
"Receptors, Interleukin-2",1
"Interleukin-12, antagonists & inhibitors",1
Recombinant Humanized IgG4 Monoclonal Antibody Against pHERV-W Envelope Protein,1
"Vaccines, DNA",1
Neurokinin 3 Receptor Antagonist,1
Human Immunodeficiency Virus 1 Capsid Inhibitor,1
Immunologic Techniques,1
Investigative Techniques,1
Calcium-Binding Proteins,1
Cytoskeletal Proteins,1
Intracellular Calcium-Sensing Proteins,1
"Chemokines, CC",1
Trefoil Factors,1
Algestone,1
Pinus,1
Mycobacterium,1
Copper Radioisotopes,1
Cryptoxanthins,1
HAO1-directed Small Interfering Ribonucleic Acid (siRNA),1
"Cataract, drug therapy",1
"Dynamins, antagonists & inhibitors",1
Thiosulfates,1
Neural Inhibition,1
Gallium Isotopes,1
D-Amino Acid Oxidase Inhibitor,1
Immune Checkpoint Proteins,1
Lymphocyte Activation,1
"Receptors, Vascular Endothelial Growth Factor",1
Cognition,1
"Electron Transport Complex I, antagonists & inhibitors",1
Nonsteroidal Mineralocorticoid-Receptor Antagonist,1
"Genes, Tumor Suppressor",1
"Protein Kinase C-epsilon, antagonists & inhibitors",1
CD19-Directed Monoclonal Antibodies,1
"Anemia, Hemolytic, Congenital, drug therapy",1
Pyruvate Kinase Activator,1
Liver Diseases,1
Sophora,1
Ureohydrolases,1
Paeonia,1
Dioxins and Dioxin-like Compounds,1
HIV Antibodies,1
Zaire Ebolavirus Glycoprotein-directed Antibody,1
Base Pair Mismatch,1
"RNA, Double-Stranded",1
Sulfur Oxides,1
"Receptors, Neuropeptide",1
"Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide",1
Bacteria,1
Dental Alloys,1
Lactoferrin,1
Cetacea,1
Gentianaceae,1
Gentianales,1
Triticum,1
Brain,1
Fibrin,1
Amylin Receptor Agonists,1
Catechol Oxidase,1
Mixed Function Oxygenases,1
Monophenol Monooxygenase,1
"Monophenol Monooxygenase, antagonists & inhibitors",1
"Monophenol Monooxygenase, drug effects",1
Oxygenases,1
Cyclic Pyranopterin Monophosphate,1
Lauric Acids,1
Asparagales,1
Orchidaceae,1
Tyrosine Kinase 2 Inhibitor,1
Fibroblasts,1
Keratinocytes,1
Diphtheria Toxin,1
"PPAR alpha, antagonists & inhibitors",1
"Glucose Transporter Type 1, antagonists & inhibitors",1
Methylglucosides,1
Cytochalasins,1
Radioligand Therapeutic Agent,1
Theranostic Nanomedicine,1
Monocyclic Sesquiterpenes,1
Goiter,1
"Receptor, Macrophage Colony-Stimulating Factor, antagonists & inhibitors",1
"RNA Polymerase I, antagonists & inhibitors",1
Pheromones,1
Depsides,1
Arabinose,1
Live Attenuated Influenza B Virus Vaccine,1
Oxaloacetates,1
Cholestenones,1
Ecdysteroids,1
Insect Hormones,1
Invertebrate Hormones,1
"Receptor, Muscarinic M1, agonists",1
Myelin Basic Protein,1
"Cathepsins, antagonists & inhibitors",1
Antisense Oligonucleotide Specific to the Antisense Transcript of UBE3A,1
Cholesterol 24S-Hydroxylase Inhibitor,1
"Non-Replicating Recombinant, Self-Complementary Adeno-Associated Virus Serotype 9 Containing the Human CLN3 Gene",1
Aldehyde Oxidoreductases,1
"Glyceraldehyde-3-Phosphate Dehydrogenases, antagonists & inhibitors",1
Oxidoreductases Acting on Aldehyde or Oxo Group Donors,1
Recombinant Humanized Anti-Tau Antibody,1
Proto-Oncogene Proteins c-bcl-2,1
"cdc25 Phosphatases, antagonists & inhibitors",1
Phorbol Esters,1
Phorbols,1
Superoxides,1
Spiperone,1
Alkadienes,1
"Receptor, Metabotropic Glutamate 5, antagonists & inhibitors",1
"Cells, Allogeneic",1
"Cells, Cultured, Allogeneic",1
Hematopoietic Stem Cells,1
"Pyruvate Dehydrogenase Complex, antagonists & inhibitors",1
"Receptors, Colony-Stimulating Factor, antagonists & inhibitors",1
Ruthenium,1
Anhydrides,1
Cell Cycle Proteins,1
Dual-Specificity Phosphatases,1
Multifunctional Enzymes,1
Phosphoprotein Phosphatases,1
Protein Tyrosine Phosphatases,1
DNA Nucleotidyltransferases,1
DNA-Directed DNA Polymerase,1
Nucleotidyltransferases,1
Poly-ADP-Ribose Binding Proteins,1
Ribonucleoproteins,1
RNA-Binding Proteins,1
Stroke,1
Porphyrias,1
Melanoma,1
Sphingolipid Activator Proteins,1
Hyperpolarized Contrast Agent,1
Boranes,1
Boron Neutron Capture Therapy,1
"Receptors, TNF-Related Apoptosis-Inducing Ligand, agonists",1
Norleucine,1
Germanium,1
Natriuresis,1
beta-N-Acetylhexosaminidases,1
Hexosaminidases,1
ABO Blood-Group System,1
"Anemia, Sickle Cell, drug therapy",1
Respiratory Syncytial Viruses,1
Flocculation,1
"Proinsulin, immunology",1
S-Nitrosothiols,1
"Receptor, Anaphylatoxin C5a, antagonists & inhibitors",1
Ectoparasiticide,1
"Amyloidosis, prevention & control",1
Adenosine A3 Receptor Antagonists,1
Telomerase,1
"Enzyme Induction, drug effects",1
"Receptors, Calcium-Sensing, antagonists & inhibitors",1
Streptococcus agalactiae,1
"Iodide Peroxidase, antagonists & inhibitors",1
Macrophage Activation,1
"Xanthine Oxidase, antagonists & inhibitors",1
Apolipoproteins,1
Apolipoproteins A,1
Apoproteins,1
Lipoproteins,1
Cytochrome c Group,1
Cytochromes,1
Abuse-Deterrent Formulations,1
Aversive Agents,1
"Vasoactive Intestinal Peptide, antagonists & inhibitors",1
Whey,1
Proteolipids,1
Pulmonary Surfactant-Associated Proteins,1
Extended-spectrum beta-lactamase inhibitors,1
Graphite,1
Tripterygium,1
"DNA Topoisomerases, Type I",1
Acetonitriles,1
"Antibodies, Bispecific",1
Purinergic P2X Receptor Antagonists,1
Bacteriocins,1
Adhesives,1
"Osteoporosis, Postmenopausal, drug therapy",1
Cesium Isotopes,1
Water,1
Zingiber officinale,1
Agaricales,1
Aldehyde Reductase,1
Hydrastis,1
Azadirachta,1
Myosins,1
