Name,DrugBank ID (Primary),Type,Groups,Categories,has_dosing,Frequency,Times Per Day,Routes,Dosing Source,Interaction Count,Food Interaction Count,Has Description,Has Mechanism,Has Absorption,Has Metabolism,Has Half Life
Trabodenoson,DB13122,small molecule,investigational,"Adenosine A receptor agonists; Adenosine A1 Receptor Agonists; Anions; Electrolytes; Heterocyclic Compounds, Fused-Ring",No,,,,,0,0,Yes,No,No,No,No
OTX-008,DB13123,small molecule,investigational,,No,,,,,0,0,Yes,No,No,No,No
Troxerutin,DB13124,small molecule,investigational,Anticoagulants; Benzopyrans; Capillary Stabilizing Agents; Chromones; Flavonoids,Yes,,,Intramuscular; Oral; Topical,DrugBank text extraction,639,0,Yes,No,No,No,No
Lusutrombopag,DB13125,small molecule,approved; investigational,"Acids, Carbocyclic; BCRP/ABCG2 Substrates; Blood and Blood Forming Organs; Hemostatics; P-glycoprotein substrates",Yes,Once daily,1,,OpenFDA,291,1,Yes,Yes,Yes,Yes,Yes
BMS-986115,DB13126,small molecule,investigational,"Benzazepines; Enzyme Inhibitors; Gamma Secretase Inhibitors and Modulators; Heterocyclic Compounds, Fused-Ring",No,,,,,0,0,Yes,No,No,No,No
Olokizumab,DB13127,biotech,investigational,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents",Yes,,,,DrugBank text extraction,373,0,Yes,Yes,Yes,No,Yes
Sizofiran,DB13128,small molecule,investigational,"Adjuvants, Immunologic; Antineoplastic Agents; Antineoplastic Agents, Phytogenic; beta-Glucans; Carbohydrates",No,,,,,39,0,Yes,No,No,No,No
Trimegestone,DB13129,small molecule,investigational,Fused-Ring Compounds; Genito Urinary System and Sex Hormones; Norpregnadienes; Norpregnanes; Norsteroids,No,,,,,0,0,Yes,No,No,No,No
Serrapeptase,DB13131,biotech,investigational,"Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Antirheumatic Agents; Enzymes",Yes,,,Oral,DrugBank text extraction,0,0,Yes,No,No,No,No
Artemisinin,DB13132,small molecule,investigational,"Anti-Infective Agents; Antimalarials; Antiparasitic Products, Insecticides and Repellents; Antiprotozoals; Artemisia",Yes,,,Oral,DrugBank text extraction,214,0,Yes,No,No,No,No
Von Willebrand factor human,DB13133,biotech,approved; investigational,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins",Yes,,,Intravenous; Parenteral,DrugBank text extraction,92,0,Yes,Yes,Yes,Yes,Yes
Fluorine F-18,DB13134,small molecule,investigational,Isotopes; Radioisotopes,No,,,,,0,0,Yes,No,No,No,No
AGN-201904,DB13135,small molecule,investigational,"2-Pyridinylmethylsulfinylbenzimidazoles; Benzimidazoles; Heterocyclic Compounds, Fused-Ring; Pyridines; Sulfoxides",No,,,,,1,0,Yes,No,No,No,No
Fluindione,DB13136,small molecule,approved; investigational,Anticoagulants; Blood and Blood Forming Organs; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Substrates,No,,,,,1473,1,Yes,No,No,No,No
PM-060184,DB13137,small molecule,investigational,Lactones; Pyrans,No,,,,,0,0,Yes,No,No,No,No
Neladenoson bialanate,DB13138,small molecule,investigational,"Amino Acids, Peptides, and Proteins; Oligopeptides; Peptides",No,,,,,0,0,Yes,No,No,No,No
Levosalbutamol,DB13139,small molecule,approved; investigational,Adrenergic Agonists; Adrenergic beta-2 Receptor Agonists; Adrenergic beta-Agonists; Agents producing tachycardia; Agents that produce hypertension,Yes,,,Respiratory (inhalation); Buccal; Oral,DrugBank text extraction,1374,0,Yes,Yes,Yes,Yes,Yes
Bezlotoxumab,DB13140,biotech,approved; investigational,"Amino Acids, Peptides, and Proteins; Antibacterial monoclonal antibodies; Antibodies; Antibodies, Monoclonal; Antibodies, Neutralizing",Yes,,,Intravenous; Intravenous; Parenteral,DrugBank text extraction,373,0,Yes,Yes,Yes,Yes,Yes
Ambroxol acefyllinate,DB13141,small molecule,experimental; investigational,"Alkaloids; Amines; Aniline Compounds; Cyclohexylamines; Heterocyclic Compounds, Fused-Ring",Yes,,,Oral,DrugBank text extraction,0,0,No,No,No,No,No
Calcium glubionate anhydrous,DB13142,small molecule,approved,Alimentary Tract and Metabolism; Calcium Salts; Carbohydrates; Mineral Supplements; Oligosaccharides,Yes,,,Intramuscular; Intravenous,DrugBank text extraction,184,0,Yes,Yes,Yes,No,No
Methallenestril,DB13143,small molecule,experimental,"Estrogens; Genito Urinary System and Sex Hormones; Sex Hormones and Modulators of the Genital System; Synthetic Estrogens, Plain",No,,,,,549,0,No,No,No,No,No
Lenograstim,DB13144,biotech,approved; investigational,"Adjuvants, Immunologic; Amino Acids, Peptides, and Proteins; Antineoplastic and Immunomodulating Agents; Biological Factors; Carbohydrates",Yes,,,,OpenFDA,9,0,Yes,Yes,Yes,Yes,Yes
Nedaplatin,DB13145,small molecule,approved; investigational,Antineoplastic Agents; Drugs that are Mainly Renally Excreted; Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index; Narrow Therapeutic Index Drugs; Organometallic Compounds,No,,,,,766,0,Yes,Yes,No,No,No
Fluciclovine (18F),DB13146,small molecule,approved,Cycloparaffins; Diagnostic Radiopharmaceuticals; Positron Emitting Activity; Radioactive Diagnostic Agent; Tumour Detection,Yes,,,Intravenous bolus; Intravenous,DrugBank text extraction,0,0,Yes,Yes,Yes,Yes,Yes
Pancrelipase lipase,DB13147,biotech,approved,Carboxylic Ester Hydrolases; Enzymes; Enzymes and Coenzymes; Esterases; Gastrointestinal Agents,Yes,,,,OpenFDA,0,1,Yes,Yes,Yes,Yes,Yes
Coagulation factor X human,DB13148,biotech,approved; investigational,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins",Yes,,,,OpenFDA,90,0,Yes,Yes,Yes,No,Yes
Protein S human,DB13149,biotech,approved,"Amino Acids, Peptides, and Proteins; Anticoagulants; Biological Factors; Blood Coagulation Factor Inhibitors; Blood Coagulation Factors",Yes,,,Intravenous drip; Intravenous; Parenteral,DrugBank text extraction,644,1,Yes,Yes,No,No,No
Coagulation factor VII human,DB13150,biotech,approved; investigational,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins",Yes,,,Intravenous drip; Intravenous; Parenteral,DrugBank text extraction,90,0,Yes,Yes,Yes,Yes,Yes
Anti-inhibitor coagulant complex,DB13151,biotech,approved; investigational,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins",Yes,,,,OpenFDA,92,0,Yes,Yes,No,No,Yes
Coagulation Factor IX Human,DB13152,biotech,approved,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins",Yes,,,Intravenous drip; Intravenous; Parenteral; Intravenous; Parenteral,DrugBank text extraction,90,0,Yes,Yes,No,No,Yes
Levomenol,DB13153,small molecule,approved; experimental,Biological Products; Complex Mixtures; Lipids; OATP1B1/SLCO1B1 Substrates; OATP1B3 substrates,Yes,,,,OpenFDA,9,0,Yes,No,Yes,No,No
Parachlorophenol,DB13154,small molecule,approved,"Anti-Infective Agents; Anti-Infective Agents, Local; Benzene Derivatives; Chlorobenzenes; Drugs that are Mainly Renally Excreted",Yes,,,Dental,DrugBank text extraction,8,0,Yes,Yes,Yes,Yes,No
Esculin,DB13155,small molecule,approved,Benzopyrans; Carbohydrates; Coumarins; Glucosides; Glycosides,Yes,,,Topical; Rectal; Topical; Rectal,DrugBank text extraction,17,0,Yes,Yes,Yes,Yes,Yes
Inosine pranobex,DB13156,small molecule,approved,"Acetanilides; Adjuvants, Immunologic; Amides; Amines; Anilides",Yes,,,Vaginal; Intramuscular; Intravenous; Oral; Topical,DrugBank text extraction,741,0,Yes,Yes,Yes,No,Yes
Sodium lauryl sulfoacetate,DB13157,small molecule,approved; experimental,Alimentary Tract and Metabolism; Drugs for Constipation; Enemas,Yes,,,Rectal,DrugBank text extraction,0,0,Yes,No,No,No,No
Clobetasone,DB13158,small molecule,approved,"Adrenal Cortex Hormones; Anti-Inflammatory Agents; Corticosteroids; Corticosteroids, Dermatological Preparations; Corticosteroids, Moderately Potent (Group II)",Yes,,,Ophthalmic; Topical,DrugBank text extraction,163,0,Yes,Yes,Yes,Yes,Yes
Alphaprodine,DB13160,small molecule,illicit,Analgesics; Central Nervous System Agents; Central Nervous System Depressants; Narcotics; Opioids,No,,,,,915,0,No,No,No,No,No
Nusinersen,DB13161,small molecule,approved; investigational,"Antisense Oligonucleotides; Increased Protein Synthesis; Musculo-Skeletal System; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,Yes
Terpin hydrate,DB13163,small molecule,approved; experimental,Alcohols; Cyclohexane Monoterpenes; Cyclohexanes; Cyclohexanols; Cycloparaffins,Yes,,,Oral,DrugBank text extraction,0,0,Yes,Yes,No,No,No
Olmutinib,DB13164,small molecule,investigational,Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors; Protein Kinase Inhibitors,No,,,,,39,0,Yes,Yes,Yes,Yes,Yes
Ripasudil,DB13165,small molecule,experimental,"Amides; Antiglaucoma Preparations and Miotics; Heterocyclic Compounds, Fused-Ring; Ophthalmologicals; rho-Associated Kinases, antagonists & inhibitors",Yes,,2,Ophthalmic,DrugBank text extraction,0,0,Yes,Yes,No,No,Yes
Zofenopril,DB13166,small molecule,approved,ACE Inhibitors and Diuretics; Agents Acting on the Renin-Angiotensin System; Agents causing angioedema; Agents causing hyperkalemia; Amino Acids,Yes,,,Oral,DrugBank text extraction,833,0,Yes,No,No,No,No
Alclofenac,DB13167,small molecule,approved; withdrawn,"Acetic Acid Derivatives and Related Substances; Acids, Carbocyclic; Agents causing hyperkalemia; Agents that produce hypertension; Analgesics",No,,,,,1405,0,Yes,Yes,Yes,Yes,Yes
Omega-6 fatty acids,DB13168,small molecule,nutraceutical,"Fatty Acids; Fatty Acids, Unsaturated; Lipids",No,,,,,0,0,Yes,Yes,No,Yes,No
Nandrolone,DB13169,small molecule,experimental; investigational,Alimentary Tract and Metabolism; Anabolic Agents; Anabolic Agents for Systemic Use; Anabolic Steroids; Androgens,Yes,,,Intramuscular,DrugBank text extraction,194,0,Yes,No,No,No,No
Plecanatide,DB13170,small molecule,approved; investigational,"Alimentary Tract and Metabolism; Amino Acids, Peptides, and Proteins; Drugs for Constipation; Enzyme Activators; Gastrointestinal Agents",Yes,Once daily,1,,OpenFDA,400,1,Yes,Yes,Yes,Yes,Yes
Glyceryl 1-oleate,DB13171,small molecule,experimental,Lipids,No,,,,,0,0,No,No,No,No,No
Tunicamycin,DB13172,small molecule,experimental,"Anti-Bacterial Agents; Anti-Infective Agents; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides; Pyrimidine Nucleosides",No,,,,,55,0,Yes,No,No,No,No
Cerliponase alfa,DB13173,biotech,approved; investigational,"Alimentary Tract and Metabolism; Amino Acids, Peptides, and Proteins; Enzymes; Enzymes and Coenzymes; Exopeptidases",Yes,,,,OpenFDA,0,0,Yes,Yes,Yes,Yes,Yes
Rhein,DB13174,small molecule,experimental,Anthracenes; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (weak),No,,,,,505,0,Yes,Yes,Yes,Yes,Yes
Rheinanthrone,DB13175,small molecule,experimental,Anthracenes,No,,,,,0,0,Yes,Yes,Yes,Yes,No
4-methylumbelliferyl beta-D-glucoside,DB13177,small molecule,experimental,"Benzopyrans; Carbohydrates; Coumarins; Glycosides; Heterocyclic Compounds, Fused-Ring",No,,,,,17,0,No,No,No,No,No
Inositol,DB13178,small molecule,approved; investigational; withdrawn,Alcohols; Alimentary Tract and Metabolism; Carbohydrates; Drugs that are Mainly Renally Excreted; Micronutrients,Yes,,,,OpenFDA,714,0,Yes,Yes,Yes,Yes,Yes
Troleandomycin,DB13179,small molecule,approved,Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Cytochrome P-450 CYP2C8 Inhibitors,No,,,,,902,0,Yes,Yes,No,No,No
Gluconic Acid,DB13180,small molecule,approved; investigational,"Acids, Acyclic; Carbohydrates; Chelating Agents; Hydroxy Acids; Laxatives",Yes,,,Irrigation; Topical; Topical; Intravenous; Parenteral; Irrigation,DrugBank text extraction,184,0,Yes,No,No,No,No
Methylbenactyzium,DB13181,small molecule,experimental,Amines; Ammonium Compounds; Nitrogen Compounds; Onium Compounds,No,,,,,0,0,No,No,No,No,No
Daidzein,DB13182,small molecule,experimental,"Antineoplastic Agents; Benzopyrans; Chromones; Enzyme Inhibitors; Estrogens, Non-Steroidal",Yes,,,Oral,DrugBank text extraction,38,0,No,No,No,No,No
Technetium Tc-99m etifenin,DB13183,small molecule,experimental,Diagnostic Radiopharmaceuticals; Hepatic and Reticulo Endothelial System; Technetium (99Mtc) Compounds,Yes,,,Intravenous,DrugBank text extraction,0,0,No,No,No,No,No
Oxabolone cipionate,DB13185,small molecule,experimental,Alimentary Tract and Metabolism; Anabolic Agents for Systemic Use; Anabolic Steroids; Drugs that are Mainly Renally Excreted; Estradiol Congeners,No,,,,,727,0,Yes,No,No,Yes,No
Calcitonin porcine,DB13189,biotech,experimental,"Bone Density Conservation Agents; Calcitonin Preparations; Calcium Homeostasis; Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",No,,,,,12,0,Yes,No,No,No,No
Ethacridine,DB13190,small molecule,experimental,"Acridine Derivatives; Acridines; Aminoacridines; Anti-Infective Agents; Anti-Infective Agents, Local",Yes,,,Topical,DrugBank text extraction,0,0,No,No,No,No,No
Phosphocreatine,DB13191,small molecule,nutraceutical,"Amino Acids; Amino Acids, Peptides, and Proteins; Cardiac Therapy; Cardiotonic Agents; Cardiovascular Agents",Yes,,,Intramuscular; Oral; Intravenous,DrugBank text extraction,727,0,Yes,Yes,No,No,No
Antihemophilic factor human,DB13192,biotech,approved,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood and Blood Forming Organs; Blood Coagulation Factors; Blood Proteins",Yes,,,Intravenous; Parenteral; Intravenous; Parenteral,DrugBank text extraction,92,0,Yes,Yes,Yes,Yes,Yes
Vitex agnus-castus fruit extract,DB13193,biotech,experimental,Angiosperms; Biological Products; Complex Mixtures; Embryophyta; Eukaryota,Yes,,,Oral,DrugBank text extraction,0,0,Yes,No,No,No,No
Hedera helix leaf extract,DB13194,biotech,experimental,Cough and Cold Preparations; Expectorants,Yes,,,Oral; Rectal,DrugBank text extraction,0,0,Yes,No,No,No,No
Horse chestnut,DB13195,biotech,experimental,Angiosperms; Biological Products; Capillary Stabilizing Agents; Complex Mixtures; Embryophyta,Yes,,,,OpenFDA,0,0,Yes,No,No,No,No
Valerian,DB13196,biotech,approved; experimental; investigational,Angiosperms; Biological Products; Central Nervous System Depressants; Complex Mixtures; Dipsacales,Yes,,,,OpenFDA,0,0,Yes,No,No,No,No
Kallidinogenase,DB13197,biotech,experimental,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood Coagulation Factors; Blood Proteins; Coagulants",No,,,,,92,0,No,No,No,No,No
Pepsin,DB13198,biotech,approved; experimental; investigational,"Alimentary Tract and Metabolism; Aspartic Acid Endopeptidases; Aspartic Acid Proteases; Digestives, Incl. Enzymes; Endopeptidases",Yes,,,,OpenFDA,0,2,Yes,Yes,No,Yes,No
Brinase,DB13199,biotech,experimental,Anticoagulants; Blood and Blood Forming Organs; Cardiovascular Agents; Cell-mediated Immunity; Endopeptidases,No,,,,,641,0,No,No,No,No,No
Lipegfilgrastim,DB13200,biotech,approved; investigational,"Adjuvants, Immunologic; Alcohols; Amino Acids, Peptides, and Proteins; Antineoplastic and Immunomodulating Agents; Biological Factors",Yes,,,Subcutaneous; Parenteral; Subcutaneous; Intramuscular; Subcutaneous,DrugBank text extraction,155,0,Yes,Yes,Yes,Yes,Yes
Trenonacog alfa,DB13201,biotech,investigational,"Amino Acids, Peptides, and Proteins; Biological Factors; Blood Coagulation Factors; Blood Proteins; Enzyme Precursors",No,,,,,92,0,Yes,No,No,No,No
Piprozolin,DB13202,small molecule,experimental,Alimentary Tract and Metabolism; Bile and Liver Therapy; Bile Therapy; Sulfur Compounds; Thiazoles,No,,,,,0,0,No,No,No,No,No
Bamifylline,DB13203,small molecule,experimental,Alkaloids; Analgesics; Anti-Asthmatic Agents; Autonomic Agents; Bronchodilator Agents,Yes,,,Oral; Rectal,DrugBank text extraction,608,0,Yes,No,No,No,No
Dimethyl carbate,DB13204,small molecule,experimental,"Antiparasitic Products, Insecticides and Repellents; Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents; Insecticides and Repellents",No,,,,,0,0,Yes,No,No,No,No
Teclozan,DB13205,small molecule,experimental,"Amines; Antiparasitic Products, Insecticides and Repellents; Antiprotozoals; Benzene Derivatives; Benzyl Compounds",Yes,,,Oral,DrugBank text extraction,0,0,Yes,No,No,No,No
Bamethan,DB13206,small molecule,experimental,2-Amino-1-Phenylethanol Derivatives; Alcohols; Amines; Amino Alcohols; Cardiovascular Agents,No,,,,,3,0,No,No,No,No,No
Arginine glutamate,DB13207,small molecule,investigational,"Alimentary Tract and Metabolism; Amino Acids, Peptides, and Proteins; Bile and Liver Therapy; Liver Therapy; Liver Therapy, Lipotropics",Yes,,,Intravenous; Parenteral,DrugBank text extraction,0,0,No,No,No,No,No
Prednylidene,DB13208,small molecule,experimental,"Adrenal Cortex Hormones; Corticosteroids; Corticosteroids for Systemic Use; Corticosteroids for Systemic Use, Plain; Cytochrome P-450 CYP3A Inducers",No,,,,,1223,0,Yes,No,No,No,No
Bismuth subnitrate,DB13209,small molecule,approved,Alimentary Tract and Metabolism; Antacids; Bismuth containing drugs; Drugs for Acid Related Disorders; Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord),Yes,,,,OpenFDA,272,0,Yes,Yes,Yes,Yes,Yes
Sodium chlorite,DB13210,small molecule,experimental,Anions; Chlorine Compounds; Cicatrizants; Dermatologicals; Electrolytes,Yes,,,,OpenFDA,0,0,Yes,No,No,No,No
Guanoxan,DB13211,small molecule,approved,"Amidines; Antiadrenergic Agents, Peripherally Acting; Antihypertensive Agents; Guanidine Derivatives",No,,,,,627,0,Yes,No,No,No,No
Phenolsulfonphthalein,DB13212,small molecule,experimental,"Benzene Derivatives; Coloring Agents; Compounds used in a research, industrial, or household setting; Diagnostic Agents; Indicators and Reagents",No,,,,,0,0,Yes,No,No,No,No
Butaperazine,DB13213,small molecule,approved,"Antipsychotic Agents; Central Nervous System Depressants; Heterocyclic Compounds, Fused-Ring; Nervous System; Neurotoxic agents",No,,,,,824,0,Yes,No,No,No,No
Sulfadicramide,DB13214,small molecule,experimental,Anti-Infective Agents; Ophthalmologicals; Sensory Organs; Sulfonamides,No,,,,,113,0,No,No,No,No,No
Sulfobromophthalein,DB13215,small molecule,experimental,"Benzene Derivatives; Coloring Agents; Compounds used in a research, industrial, or household setting; Diagnostic Agents; Indicators and Reagents",No,,,,,1,0,Yes,No,No,No,No
Oxolamine,DB13216,small molecule,approved,Antitussive Agents; Central Nervous System Agents; Cough and Cold Preparations; Oxazoles; Respiratory System Agents,Yes,,,Oral; Rectal,DrugBank text extraction,0,0,Yes,No,No,No,No
Fentiazac,DB13217,small molecule,experimental,"Acetic Acid Derivatives and Related Substances; Acids, Acyclic; Agents causing hyperkalemia; Agents that produce hypertension; Analgesics",Yes,,,,DrugBank text extraction,1386,0,No,No,No,No,No
Mandelic acid,DB13218,small molecule,approved,"Acids, Carbocyclic; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Blood and Blood Forming Organs",No,,,,,0,0,Yes,No,No,No,No
